# Time(s) Distance(km)
2.791059197992128134e+07 1.722179290838047564e+08
2.791239208259654045e+07 1.722229178107300997e+08
2.791419218527180329e+07 1.722276843445903063e+08
2.791599228794706240e+07 1.722322291276014447e+08
2.791779239062232524e+07 1.722365526144826710e+08
2.791959249329758435e+07 1.722406552723720670e+08
2.792139259597284719e+07 1.722445375807401538e+08
2.792319269864810631e+07 1.722482000313011110e+08
2.792499280132336915e+07 1.722516431279211342e+08
2.792679290399862826e+07 1.722548673865248263e+08
2.792859300667389110e+07 1.722578733349989653e+08
2.793039310934915021e+07 1.722606615130941272e+08
2.793219321202441305e+07 1.722632324723240435e+08
2.793399331469967216e+07 1.722655867758628130e+08
2.793579341737493500e+07 1.722677249984397590e+08
2.793759352005019411e+07 1.722696477262324095e+08
2.793939362272545695e+07 1.722713555567574203e+08
2.794119372540071607e+07 1.722728490987594128e+08
2.794299382807597890e+07 1.722741289720977843e+08
2.794479393075123802e+07 1.722751958076319396e+08
2.794659403342650086e+07 1.722760502471044064e+08
2.794839413610175997e+07 1.722766929430221915e+08
2.795019423877702281e+07 1.722771245585366488e+08
2.795199434145228192e+07 1.722773457673213184e+08
2.795379444412754476e+07 1.722773572534484863e+08
2.795559454680280387e+07 1.722771597112639546e+08
2.795739464947806671e+07 1.722767538452603519e+08
2.795919475215332583e+07 1.722761403699491620e+08
2.796099485482858866e+07 1.722753200097310543e+08
2.796279495750384778e+07 1.722742934987651408e+08
2.796459506017911062e+07 1.722730615808368325e+08
2.796639516285436973e+07 1.722716250092244744e+08
2.796819526552963257e+07 1.722699845465648174e+08
2.796999536820489168e+07 1.722681409647173882e+08
2.797179547088015452e+07 1.722660950446279049e+08
2.797359557355541363e+07 1.722638475761904418e+08
2.797539567623067647e+07 1.722613993581088781e+08
2.797719577890593559e+07 1.722587511977573633e+08
2.797899588158119842e+07 1.722559039110400081e+08
2.798079598425645754e+07 1.722528583222496808e+08
2.798259608693172038e+07 1.722496152639262676e+08
2.798439618960697949e+07 1.722461755767140985e+08
2.798619629228224233e+07 1.722425401092188954e+08
2.798799639495750144e+07 1.722387097178639770e+08
2.798979649763276428e+07 1.722346852667462528e+08
2.799159660030802339e+07 1.722304676274915040e+08
2.799339670298328623e+07 1.722260576791093647e+08
2.799519680565854535e+07 1.722214563078480661e+08
2.799699690833380818e+07 1.722166644070487320e+08
2.799879701100906730e+07 1.722116828769994676e+08
2.800059711368433014e+07 1.722065126247893572e+08
2.800239721635958925e+07 1.722011545641622841e+08
2.800419731903485209e+07 1.721956096153706312e+08
2.800599742171011120e+07 1.721898787050289512e+08
2.800779752438537404e+07 1.721839627659676671e+08
2.800959762706063315e+07 1.721778627370868921e+08
2.801139772973589599e+07 1.721715795632102489e+08
2.801319783241115510e+07 1.721651141949389279e+08
2.801499793508641794e+07 1.721584675885058641e+08
2.801679803776167706e+07 1.721516407056303322e+08
2.801859814043693990e+07 1.721446345133726299e+08
2.802039824311219901e+07 1.721374499839891791e+08
2.802219834578746185e+07 1.721300880947881341e+08
2.802399844846272096e+07 1.721225498279851079e+08
2.802579855113798380e+07 1.721148361705597043e+08
2.802759865381324291e+07 1.721069481141123474e+08
2.802939875648850575e+07 1.720988866547216475e+08
2.803119885916376486e+07 1.720906527928023934e+08
2.803299896183902770e+07 1.720822475329643786e+08
2.803479906451428682e+07 1.720736718838713467e+08
2.803659916718954965e+07 1.720649268581012189e+08
2.803839926986480877e+07 1.720560134720066786e+08
2.804019937254007161e+07 1.720469327455766499e+08
2.804199947521533072e+07 1.720376857022984922e+08
2.804379957789059356e+07 1.720282733690212667e+08
2.804559968056585267e+07 1.720186967758194506e+08
2.804739978324111551e+07 1.720089569558577836e+08
2.804919988591637462e+07 1.719990549452572167e+08
2.805099998859163746e+07 1.719889917829614878e+08
2.805280009126689658e+07 1.719787685106046796e+08
2.805460019394215941e+07 1.719683861723801494e+08
2.805640029661741853e+07 1.719578458149099648e+08
2.805820039929268137e+07 1.719471484871158898e+08
2.806000050196794048e+07 1.719362952400911450e+08
2.806180060464320332e+07 1.719252871269732416e+08
2.806360070731846243e+07 1.719141252028182745e+08
2.806540080999372527e+07 1.719028105244759619e+08
2.806720091266898438e+07 1.718913441504661441e+08
2.806900101534424722e+07 1.718797271408562660e+08
2.807080111801950634e+07 1.718679605571401715e+08
2.807260122069476917e+07 1.718560454621181488e+08
2.807440132337002829e+07 1.718439829197781980e+08
2.807620142604529113e+07 1.718317739951784909e+08
2.807800152872055024e+07 1.718194197543311417e+08
2.807980163139581308e+07 1.718069212640872300e+08
2.808160173407107219e+07 1.717942795920234025e+08
2.808340183674633503e+07 1.717814958063291907e+08
2.808520193942159414e+07 1.717685709756962955e+08
2.808700204209685698e+07 1.717555061692089438e+08
2.808880214477211609e+07 1.717423024562354088e+08
2.809060224744737893e+07 1.717289609063212276e+08
2.809240235012263805e+07 1.717154825890835226e+08
2.809420245279790089e+07 1.717018685741069317e+08
2.809600255547316000e+07 1.716881199308407009e+08
2.809780265814842284e+07 1.716742377284973264e+08
2.809960276082368195e+07 1.716602230359524190e+08
2.810140286349894479e+07 1.716460769216463566e+08
2.810320296617420390e+07 1.716318004534867406e+08
2.810500306884946674e+07 1.716173946987528205e+08
2.810680317152472585e+07 1.716028607240011394e+08
2.810860327419998869e+07 1.715881995949723721e+08
2.811040337687524781e+07 1.715734123765000105e+08
2.811220347955051064e+07 1.715585001324200928e+08
2.811400358222576976e+07 1.715434639254825115e+08
2.811580368490103260e+07 1.715283048172639608e+08
2.811760378757629171e+07 1.715130238680817783e+08
2.811940389025155455e+07 1.714976221369096935e+08
2.812120399292681366e+07 1.714821006812948585e+08
2.812300409560207278e+07 1.714664605572760999e+08
2.812480419827733561e+07 1.714507028193039596e+08
2.812660430095259473e+07 1.714348285201617479e+08
2.812840440362785757e+07 1.714188387108883262e+08
2.813020450630311668e+07 1.714027344407021105e+08
2.813200460897837952e+07 1.713865167569265366e+08
2.813380471165363863e+07 1.713701867049169838e+08
2.813560481432890147e+07 1.713537453279889226e+08
2.813740491700416058e+07 1.713371936673476100e+08
2.813920501967942342e+07 1.713205327620191574e+08
2.814100512235468253e+07 1.713037636487827599e+08
2.814280522502994537e+07 1.712868873621046543e+08
2.814460532770520449e+07 1.712699049340730906e+08
2.814640543038046733e+07 1.712528173943348825e+08
2.814820553305572644e+07 1.712356257700331211e+08
2.815000563573098928e+07 1.712183310857464373e+08
2.815180573840624839e+07 1.712009343634293973e+08
2.815360584108151123e+07 1.711834366223542690e+08
2.815540594375677034e+07 1.711658388790541589e+08
2.815720604643203318e+07 1.711481421472674608e+08
2.815900614910729229e+07 1.711303474378833473e+08
2.816080625178255513e+07 1.711124557588890195e+08
2.816260635445781425e+07 1.710944681153176427e+08
2.816440645713307709e+07 1.710763855091979504e+08
2.816620655980833620e+07 1.710582089395050406e+08
2.816800666248359904e+07 1.710399394021122456e+08
2.816980676515885815e+07 1.710215778897443712e+08
2.817160686783412099e+07 1.710031253919319808e+08
2.817340697050938010e+07 1.709845828949672282e+08
2.817520707318464294e+07 1.709659513818604350e+08
2.817700717585990205e+07 1.709472318322981298e+08
2.817880727853516489e+07 1.709284252226022482e+08
2.818060738121042401e+07 1.709095325256901979e+08
2.818240748388568684e+07 1.708905547110365927e+08
2.818420758656094596e+07 1.708714927446356118e+08
2.818600768923620880e+07 1.708523475889646709e+08
2.818780779191146791e+07 1.708331202029491663e+08
2.818960789458673075e+07 1.708138115419284999e+08
2.819140799726198986e+07 1.707944225576228201e+08
2.819320809993725270e+07 1.707749541981010735e+08
2.819500820261251181e+07 1.707554074077501893e+08
2.819680830528777465e+07 1.707357831272449195e+08
2.819860840796303377e+07 1.707160822935191393e+08
2.820040851063829660e+07 1.706963058397379816e+08
2.820220861331355572e+07 1.706764546952706575e+08
2.820400871598881856e+07 1.706565297856650054e+08
2.820580881866407767e+07 1.706365320326221585e+08
2.820760892133934051e+07 1.706164623539728522e+08
2.820940902401459962e+07 1.705963216636542380e+08
2.821120912668986246e+07 1.705761108716878295e+08
2.821300922936512157e+07 1.705558308841583431e+08
2.821480933204038441e+07 1.705354826031934023e+08
2.821660943471564353e+07 1.705150669269441366e+08
2.821840953739090636e+07 1.704945847495667338e+08
2.822020964006616548e+07 1.704740369612047076e+08
2.822200974274142832e+07 1.704534244479721785e+08
2.822380984541668743e+07 1.704327480919378102e+08
2.822560994809195027e+07 1.704120087711098492e+08
2.822741005076720938e+07 1.703912073594216406e+08
2.822921015344247222e+07 1.703703447267182469e+08
2.823101025611773133e+07 1.703494217387434840e+08
2.823281035879299417e+07 1.703284392571282089e+08
2.823461046146825328e+07 1.703073981393789947e+08
2.823641056414351612e+07 1.702862992388676405e+08
2.823821066681877524e+07 1.702651434048214555e+08
2.824001076949403808e+07 1.702439314823143184e+08
2.824181087216929719e+07 1.702226643122582734e+08
2.824361097484456003e+07 1.702013427313960195e+08
2.824541107751981914e+07 1.701799675722939372e+08
2.824721118019508198e+07 1.701585396633358002e+08
2.824901128287034109e+07 1.701370598287172616e+08
2.825081138554560393e+07 1.701155288884408474e+08
2.825261148822086304e+07 1.700939476583116651e+08
2.825441159089612588e+07 1.700723169499337077e+08
2.825621169357138500e+07 1.700506375707067549e+08
2.825801179624664783e+07 1.700289103238238692e+08
2.825981189892190695e+07 1.700071360082696378e+08
2.826161200159716979e+07 1.699853154188185632e+08
2.826341210427242890e+07 1.699634493460346162e+08
2.826521220694769174e+07 1.699415385762708187e+08
2.826701230962295085e+07 1.699195838916696608e+08
2.826881241229821369e+07 1.698975860701639056e+08
2.827061251497347280e+07 1.698755458854780197e+08
2.827241261764873564e+07 1.698534641071300805e+08
2.827421272032399476e+07 1.698313415004340410e+08
2.827601282299925759e+07 1.698091788265027702e+08
2.827781292567451671e+07 1.697869768422511518e+08
2.827961302834977955e+07 1.697647363004001975e+08
2.828141313102503866e+07 1.697424579494810700e+08
2.828321323370030150e+07 1.697201425338398516e+08
2.828501333637556061e+07 1.696977907936427891e+08
2.828681343905082345e+07 1.696754034648816288e+08
2.828861354172608256e+07 1.696529812793799341e+08
2.829041364440134540e+07 1.696305249647990763e+08
2.829221374707660452e+07 1.696080352446453571e+08
2.829401384975186735e+07 1.695855128382769227e+08
2.829581395242712647e+07 1.695629584609115124e+08
2.829761405510238931e+07 1.695403728236341178e+08
2.829941415777764842e+07 1.695177566334055066e+08
2.830121426045291126e+07 1.694951105930706561e+08
2.830301436312817037e+07 1.694724354013677537e+08
2.830481446580343321e+07 1.694497317529375851e+08
2.830661456847869232e+07 1.694270003383328915e+08
2.830841467115395516e+07 1.694042418440285623e+08
2.831021477382921427e+07 1.693814569524317086e+08
2.831201487650447711e+07 1.693586463418921828e+08
2.831381497917973623e+07 1.693358106867134869e+08
2.831561508185499907e+07 1.693129506571637094e+08
2.831741518453025818e+07 1.692900669194871187e+08
2.831921528720552102e+07 1.692671601359154582e+08
2.832101538988078013e+07 1.692442309646802843e+08
2.832281549255604297e+07 1.692212800600246787e+08
2.832461559523130208e+07 1.691983080722158551e+08
2.832641569790656492e+07 1.691753156475577056e+08
2.832821580058182403e+07 1.691523034284037650e+08
2.833001590325708687e+07 1.691292720531700552e+08
2.833181600593234599e+07 1.691062221563486159e+08
2.833361610860760882e+07 1.690831543685207665e+08
2.833541621128286794e+07 1.690600693163709939e+08
2.833721631395813078e+07 1.690369676227006614e+08
2.833901641663338989e+07 1.690138499064422548e+08
2.834081651930865273e+07 1.689907167826734781e+08
2.834261662198391184e+07 1.689675688626317084e+08
2.834441672465917468e+07 1.689444067537287772e+08
2.834621682733443379e+07 1.689212310595654547e+08
2.834801693000969663e+07 1.688980423799465001e+08
2.834981703268495575e+07 1.688748413108958602e+08
2.835161713536021858e+07 1.688516284446715713e+08
2.835341723803547770e+07 1.688284043697814047e+08
2.835521734071074054e+07 1.688051696709982157e+08
2.835701744338599965e+07 1.687819249293755293e+08
2.835881754606126249e+07 1.687586707222633958e+08
2.836061764873652160e+07 1.687354076233241558e+08
2.836241775141178444e+07 1.687121362025483847e+08
2.836421785408704355e+07 1.686888570262711942e+08
2.836601795676230639e+07 1.686655706571880281e+08
2.836781805943756551e+07 1.686422776543712914e+08
2.836961816211282834e+07 1.686189785732865334e+08
2.837141826478808746e+07 1.685956739658090174e+08
2.837321836746335030e+07 1.685723643802401721e+08
2.837501847013860941e+07 1.685490503613242507e+08
2.837681857281387225e+07 1.685257324502650797e+08
2.837861867548913136e+07 1.685024111847428083e+08
2.838041877816439420e+07 1.684790870989306569e+08
2.838221888083965331e+07 1.684557607235120237e+08
2.838401898351491615e+07 1.684324325856971741e+08
2.838581908619017527e+07 1.684091032092405856e+08
2.838761918886543810e+07 1.683857731144576371e+08
2.838941929154069722e+07 1.683624428182420731e+08
2.839121939421596006e+07 1.683391128340829611e+08
2.839301949689121917e+07 1.683157836720819175e+08
2.839481959956648201e+07 1.682924558389704525e+08
2.839661970224174112e+07 1.682691298381271064e+08
2.839841980491700396e+07 1.682458061695947647e+08
2.840021990759226307e+07 1.682224853300980926e+08
2.840202001026752591e+07 1.681991678130607009e+08
2.840382011294278502e+07 1.681758541086227894e+08
2.840562021561804786e+07 1.681525447036581933e+08
2.840742031829330698e+07 1.681292400817920268e+08
2.840922042096856982e+07 1.681059407234180868e+08
2.841102052364382893e+07 1.680826471057161391e+08
2.841282062631909177e+07 1.680593597026693523e+08
2.841462072899435088e+07 1.680360789850818813e+08
2.841642083166961372e+07 1.680128054205961227e+08
2.841822093434487283e+07 1.679895394737103283e+08
2.842002103702013567e+07 1.679662816057957411e+08
2.842182113969539478e+07 1.679430322751142979e+08
2.842362124237065762e+07 1.679197919368358254e+08
2.842542134504591674e+07 1.678965610430555642e+08
2.842722144772117957e+07 1.678733400428114235e+08
2.842902155039643869e+07 1.678501293821015060e+08
2.843082165307170153e+07 1.678269295039011538e+08
2.843262175574696064e+07 1.678037408481806517e+08
2.843442185842222348e+07 1.677805638519222140e+08
2.843622196109748259e+07 1.677573989491373301e+08
2.843802206377274543e+07 1.677342465708840489e+08
2.843982216644800454e+07 1.677111071452842653e+08
2.844162226912326738e+07 1.676879810975406766e+08
2.844342237179852650e+07 1.676648688499540985e+08
2.844522247447378933e+07 1.676417708219405711e+08
2.844702257714904845e+07 1.676186874300483763e+08
2.844882267982431129e+07 1.675956190879750848e+08
2.845062278249957040e+07 1.675725662065846026e+08
2.845242288517483324e+07 1.675495291939240396e+08
2.845422298785009235e+07 1.675265084552407265e+08
2.845602309052535519e+07 1.675035043929990530e+08
2.845782319320061430e+07 1.674805174068972170e+08
2.845962329587587714e+07 1.674575478938840628e+08
2.846142339855113626e+07 1.674345962481758893e+08
2.846322350122639909e+07 1.674116628612729311e+08
2.846502360390165821e+07 1.673887481219762266e+08
2.846682370657691732e+07 1.673658524164039791e+08
2.846862380925218016e+07 1.673429761280082166e+08
2.847042391192743927e+07 1.673201196375911832e+08
2.847222401460270211e+07 1.672972833233218193e+08
2.847402411727796122e+07 1.672744675607520342e+08
2.847582421995322406e+07 1.672516727228331566e+08
2.847762432262848318e+07 1.672288991799319983e+08
2.847942442530374601e+07 1.672061472998470366e+08
2.848122452797900513e+07 1.671834174478247464e+08
2.848302463065426797e+07 1.671607099865754247e+08
2.848482473332952708e+07 1.671380252762893438e+08
2.848662483600478992e+07 1.671153636746525764e+08
2.848842493868004903e+07 1.670927255368629098e+08
2.849022504135531187e+07 1.670701112156457007e+08
2.849202514403057098e+07 1.670475210612694621e+08
2.849382524670583382e+07 1.670249554215617180e+08
2.849562534938109294e+07 1.670024146419244707e+08
2.849742545205635577e+07 1.669798990653499067e+08
2.849922555473161489e+07 1.669574090324355960e+08
2.850102565740687773e+07 1.669349448814001977e+08
2.850282576008213684e+07 1.669125069480985403e+08
2.850462586275739968e+07 1.668900955660370290e+08
2.850642596543265879e+07 1.668677110663888752e+08
2.850822606810792163e+07 1.668453537780089676e+08
2.851002617078318074e+07 1.668230240274492502e+08
2.851182627345844358e+07 1.668007221389735043e+08
2.851362637613370270e+07 1.667784484345722795e+08
2.851542647880896553e+07 1.667562032339777946e+08
2.851722658148422465e+07 1.667339868546785116e+08
2.851902668415948749e+07 1.667117996119341254e+08
2.852082678683474660e+07 1.666896418187899292e+08
2.852262688951000944e+07 1.666675137860913873e+08
2.852442699218526855e+07 1.666454158224987686e+08
2.852622709486053139e+07 1.666233482345012724e+08
2.852802719753579050e+07 1.666013113264316320e+08
2.852982730021105334e+07 1.665793054004800320e+08
2.853162740288631245e+07 1.665573307567086816e+08
2.853342750556157529e+07 1.665353876930654645e+08
2.853522760823683441e+07 1.665134765053983033e+08
2.853702771091209725e+07 1.664915974874688089e+08
2.853882781358735636e+07 1.664697509309664369e+08
2.854062791626261920e+07 1.664479371255220771e+08
2.854242801893787831e+07 1.664261563587217629e+08
2.854422812161314115e+07 1.664044089161204398e+08
2.854602822428840026e+07 1.663826950812553465e+08
2.854782832696366310e+07 1.663610151356596351e+08
2.854962842963892221e+07 1.663393693588757217e+08
2.855142853231418505e+07 1.663177580284686685e+08
2.855322863498944417e+07 1.662961814200392663e+08
2.855502873766470701e+07 1.662746398072373867e+08
2.855682884033996612e+07 1.662531334617750943e+08
2.855862894301522896e+07 1.662316626534394622e+08
2.856042904569048807e+07 1.662102276501057148e+08
2.856222914836575091e+07 1.661888287177499831e+08
2.856402925104101002e+07 1.661674661204621792e+08
2.856582935371627286e+07 1.661461401204586625e+08
2.856762945639153197e+07 1.661248509780948758e+08
2.856942955906679481e+07 1.661035989518778622e+08
2.857122966174205393e+07 1.660823842984789014e+08
2.857302976441731676e+07 1.660612072727457583e+08
2.857482986709257588e+07 1.660400681277150214e+08
2.857662996976783872e+07 1.660189671146245301e+08
2.857843007244309783e+07 1.659979044829253852e+08
2.858023017511836067e+07 1.659768804802940488e+08
2.858203027779361978e+07 1.659558953526445031e+08
2.858383038046888262e+07 1.659349493441400826e+08
2.858563048314414173e+07 1.659140426972054839e+08
2.858743058581940457e+07 1.658931756525383890e+08
2.858923068849466369e+07 1.658723484491213262e+08
2.859103079116992652e+07 1.658515613242332935e+08
2.859283089384518564e+07 1.658308145134613514e+08
2.859463099652044848e+07 1.658101082507120669e+08
2.859643109919570759e+07 1.657894427682229578e+08
2.859823120187097043e+07 1.657688182965739965e+08
2.860003130454622954e+07 1.657482350646986365e+08
2.860183140722149238e+07 1.657276932998952270e+08
2.860363150989675149e+07 1.657071932278380394e+08
2.860543161257201433e+07 1.656867350725884140e+08
2.860723171524727345e+07 1.656663190566056371e+08
2.860903181792253628e+07 1.656459454007579684e+08
2.861083192059779540e+07 1.656256143243334293e+08
2.861263202327305824e+07 1.656053260450505614e+08
2.861443212594831735e+07 1.655850807790691555e+08
2.861623222862358019e+07 1.655648787410009205e+08
2.861803233129883930e+07 1.655447201439198852e+08
2.861983243397410214e+07 1.655246051993731260e+08
2.862163253664936125e+07 1.655045341173909307e+08
2.862343263932462409e+07 1.654845071064973474e+08
2.862523274199988320e+07 1.654645243737202883e+08
2.862703284467514604e+07 1.654445861246019006e+08
2.862883294735040516e+07 1.654246925632085502e+08
2.863063305002566800e+07 1.654048438921410143e+08
2.863243315270092711e+07 1.653850403125443161e+08
2.863423325537618995e+07 1.653652820241178572e+08
2.863603335805144906e+07 1.653455692251251340e+08
2.863783346072671190e+07 1.653259021124035418e+08
2.863963356340197101e+07 1.653062808813741505e+08
2.864143366607723385e+07 1.652867057260513306e+08
2.864323376875249296e+07 1.652671768390523195e+08
2.864503387142775580e+07 1.652476944116067886e+08
2.864683397410301492e+07 1.652282586335662305e+08
2.864863407677827775e+07 1.652088696934134364e+08
2.865043417945353687e+07 1.651895277782717049e+08
2.865223428212879971e+07 1.651702330739142299e+08
2.865403438480405882e+07 1.651509857647731900e+08
2.865583448747932166e+07 1.651317860339489579e+08
2.865763459015458077e+07 1.651126340632190108e+08
2.865943469282984361e+07 1.650935300330471098e+08
2.866123479550510272e+07 1.650744741225920916e+08
2.866303489818036556e+07 1.650554665097168982e+08
2.866483500085562468e+07 1.650365073709971309e+08
2.866663510353088751e+07 1.650175968817300498e+08
2.866843520620614663e+07 1.649987352159430981e+08
2.867023530888140947e+07 1.649799225464026332e+08
2.867203541155666858e+07 1.649611590446223319e+08
2.867383551423193142e+07 1.649424448808718026e+08
2.867563561690719053e+07 1.649237802241849601e+08
2.867743571958245337e+07 1.649051652423684895e+08
2.867923582225771248e+07 1.648866001020100117e+08
2.868103592493297532e+07 1.648680849684864283e+08
2.868283602760823444e+07 1.648496200059720874e+08
2.868463613028349727e+07 1.648312053774469793e+08
2.868643623295875639e+07 1.648128412447046340e+08
2.868823633563401923e+07 1.647945277683603764e+08
2.869003643830927834e+07 1.647762651078590155e+08
2.869183654098454118e+07 1.647580534214829803e+08
2.869363664365980029e+07 1.647398928663600385e+08
2.869543674633506313e+07 1.647217835984710455e+08
2.869723684901032224e+07 1.647037257726577520e+08
2.869903695168558508e+07 1.646857195426304042e+08
2.870083705436084419e+07 1.646677650609754324e+08
2.870263715703610703e+07 1.646498624791628420e+08
2.870443725971136615e+07 1.646320119475539625e+08
2.870623736238662899e+07 1.646142136154086292e+08
2.870803746506188810e+07 1.645964676308927238e+08
2.870983756773715094e+07 1.645787741410855353e+08
2.871163767041241005e+07 1.645611332919868231e+08
2.871343777308767289e+07 1.645435452285243869e+08
2.871523787576293200e+07 1.645260100945608318e+08
2.871703797843819484e+07 1.645085280329010785e+08
2.871883808111345395e+07 1.644910991852991283e+08
2.872063818378871679e+07 1.644737236924651861e+08
2.872243828646397591e+07 1.644564016940726638e+08
2.872423838913923874e+07 1.644391333287649751e+08
2.872603849181449786e+07 1.644219187341625690e+08
2.872783859448976070e+07 1.644047580468694568e+08
2.872963869716501981e+07 1.643876514024802148e+08
2.873143879984028265e+07 1.643705989355866313e+08
2.873323890251554176e+07 1.643536007797842026e+08
2.873503900519080460e+07 1.643366570676789284e+08
2.873683910786606371e+07 1.643197679308937788e+08
2.873863921054132655e+07 1.643029335000751317e+08
2.874043931321658567e+07 1.642861539048994184e+08
2.874223941589184850e+07 1.642694292740792334e+08
2.874403951856710762e+07 1.642527597353700101e+08
2.874583962124237046e+07 1.642361454155760705e+08
2.874763972391762957e+07 1.642195864405570030e+08
2.874943982659289241e+07 1.642030829352338910e+08
2.875123992926815152e+07 1.641866350235954523e+08
2.875304003194341436e+07 1.641702428287040293e+08
2.875484013461867347e+07 1.641539064727019370e+08
2.875664023729393631e+07 1.641376260768172145e+08
2.875844033996919543e+07 1.641214017613697648e+08
2.876024044264445826e+07 1.641052336457772255e+08
2.876204054531971738e+07 1.640891218485608995e+08
2.876384064799498022e+07 1.640730664873515069e+08
2.876564075067023933e+07 1.640570676788951457e+08
2.876744085334550217e+07 1.640411255390588641e+08
2.876924095602076128e+07 1.640252401828365028e+08
2.877104105869602412e+07 1.640094117243542671e+08
2.877284116137128323e+07 1.639936402768764198e+08
2.877464126404654607e+07 1.639779259528109431e+08
2.877644136672180519e+07 1.639622688637148142e+08
2.877824146939706802e+07 1.639466691202997565e+08
2.878004157207232714e+07 1.639311268324376047e+08
2.878184167474758998e+07 1.639156421091656387e+08
2.878364177742284909e+07 1.639002150586921275e+08
2.878544188009811193e+07 1.638848457884014547e+08
2.878724198277337104e+07 1.638695344048596621e+08
2.878904208544863388e+07 1.638542810138193369e+08
2.879084218812389299e+07 1.638390857202251852e+08
2.879264229079915583e+07 1.638239486282190681e+08
2.879444239347441494e+07 1.638088698411449790e+08
2.879624249614967778e+07 1.637938494615543485e+08
2.879804259882493690e+07 1.637788875912110507e+08
2.879984270150019974e+07 1.637639843310962319e+08
2.880164280417545885e+07 1.637491397814135253e+08
2.880344290685072169e+07 1.637343540415938497e+08
2.880524300952598080e+07 1.637196272103004158e+08
2.880704311220123991e+07 1.637049593854333758e+08
2.880884321487650275e+07 1.636903506641349196e+08
2.881064331755176187e+07 1.636758011427938342e+08
2.881244342022702470e+07 1.636613109170503616e+08
2.881424352290228382e+07 1.636468800818008780e+08
2.881604362557754666e+07 1.636325087312026322e+08
2.881784372825280577e+07 1.636181969586782753e+08
2.881964383092806861e+07 1.636039448569205105e+08
2.882144393360332772e+07 1.635897525178967714e+08
2.882324403627859056e+07 1.635756200328535438e+08
2.882504413895384967e+07 1.635615474923210740e+08
2.882684424162911251e+07 1.635475349861176610e+08
2.882864434430437163e+07 1.635335826033542454e+08
2.883044444697963446e+07 1.635196904324386716e+08
2.883224454965489358e+07 1.635058585610801578e+08
2.883404465233015642e+07 1.634920870762934983e+08
2.883584475500541553e+07 1.634783760644035041e+08
2.883764485768067837e+07 1.634647256110491753e+08
2.883944496035593748e+07 1.634511358011879623e+08
2.884124506303120032e+07 1.634376067190999687e+08
2.884304516570645943e+07 1.634241384483920634e+08
2.884484526838172227e+07 1.634107310720021129e+08
2.884664537105698138e+07 1.633973846722029746e+08
2.884844547373224422e+07 1.633840993306066990e+08
2.885024557640750334e+07 1.633708751281683743e+08
2.885204567908276618e+07 1.633577121451904476e+08
2.885384578175802529e+07 1.633446104613263309e+08
2.885564588443328813e+07 1.633315701555846334e+08
2.885744598710854724e+07 1.633185913063329458e+08
2.885924608978381008e+07 1.633056739913017750e+08
2.886104619245906919e+07 1.632928182875883579e+08
2.886284629513433203e+07 1.632800242716606259e+08
2.886464639780959114e+07 1.632672920193607807e+08
2.886644650048485398e+07 1.632546216059093177e+08
2.886824660316011310e+07 1.632420131059085131e+08
2.887004670583537593e+07 1.632294665933464170e+08
2.887184680851063505e+07 1.632169821416002512e+08
2.887364691118589789e+07 1.632045598234403133e+08
2.887544701386115700e+07 1.631921997110334933e+08
2.887724711653641984e+07 1.631799018759468794e+08
2.887904721921167895e+07 1.631676663891513050e+08
2.888084732188694179e+07 1.631554933210250139e+08
2.888264742456220090e+07 1.631433827413570881e+08
2.888444752723746374e+07 1.631313347193509340e+08
2.888624762991272286e+07 1.631193493236278594e+08
2.888804773258798569e+07 1.631074266222303510e+08
2.888984783526324481e+07 1.630955666826257110e+08
2.889164793793850765e+07 1.630837695717091560e+08
2.889344804061376676e+07 1.630720353558075726e+08
2.889524814328902960e+07 1.630603641006824374e+08
2.889704824596428871e+07 1.630487558715335131e+08
2.889884834863955155e+07 1.630372107330018282e+08
2.890064845131481066e+07 1.630257287491731942e+08
2.890244855399007350e+07 1.630143099835812449e+08
2.890424865666533262e+07 1.630029544992108345e+08
2.890604875934059545e+07 1.629916623585011661e+08
2.890784886201585457e+07 1.629804336233488619e+08
2.890964896469111741e+07 1.629692683551112413e+08
2.891144906736637652e+07 1.629581666146094203e+08
2.891324917004163936e+07 1.629471284621314406e+08
2.891504927271689847e+07 1.629361539574351907e+08
2.891684937539216131e+07 1.629252431597516835e+08
2.891864947806742042e+07 1.629143961277878881e+08
2.892044958074268326e+07 1.629036129197299778e+08
2.892224968341794237e+07 1.628928935932460725e+08
2.892404978609320521e+07 1.628822382054893970e+08
2.892584988876846433e+07 1.628716468131010234e+08
2.892764999144372717e+07 1.628611194722130597e+08
2.892945009411898628e+07 1.628506562384513319e+08
2.893125019679424912e+07 1.628402571669383645e+08
2.893305029946950823e+07 1.628299223122962117e+08
2.893485040214477107e+07 1.628196517286493778e+08
2.893665050482003018e+07 1.628094454696274698e+08
2.893845060749529302e+07 1.627993035883681774e+08
2.894025071017055213e+07 1.627892261375199258e+08
2.894205081284581497e+07 1.627792131692447066e+08
2.894385091552107409e+07 1.627692647352207899e+08
2.894565101819633693e+07 1.627593808866454363e+08
2.894745112087159604e+07 1.627495616742376089e+08
2.894925122354685888e+07 1.627398071482406557e+08
2.895105132622211799e+07 1.627301173584249616e+08
2.895285142889738083e+07 1.627204923540906310e+08
2.895465153157263994e+07 1.627109321840700209e+08
2.895645163424790278e+07 1.627014368967304230e+08
